old_series_id,old_public_label,old_dimensions,new_series_id,new_public_label,new_dimensions,mapping_cardinality,migration_reason,observations_before,observations_after,shared_observations,values_and_dates_preserved,old_identity_structurally_ambiguous,replacement_public_access_path,deprecation_treatment,match_method,evidence
lrm_auctions:subastas_2013:0584d9fe0b42fa526395a977,Plazos Estandarizados: 365 — Plazos Residuales: 347 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Mínima — column_15,lrm_auctions:lrm_auction_events:e3c01d7996833ced217c8d20,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 347 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0598755dd2a01a35e335ef4f,Plazos Estandarizados: 91 — Plazos Residuales: 91 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 91 — Plazos Residuales: 91 — Máxima — column_16,lrm_auctions:lrm_auction_events:05ab59e86bda41c90836f6b2,Tasa de interes asignada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 91 — residual_tenor_days: 91 — Tasa de interes asignada - Maxima,many-to-one,LRM two-level-header and annual-sheet identity remediation,7,124,7,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:05a580dee2abe0c89ece33ea,Plazos Estandarizados: 35 — Plazos Residuales: 14 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 14 — Asignado #,lrm_auctions:lrm_auction_events:6e9788bf49c4b37fb689a3cb,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 14 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:05bcb995e2848b8835fb5c3d,Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima — column_16,lrm_auctions:lrm_auction_events:487d17358274973063443bcd,Tasa de interes asignada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 270 — Tasa de interes asignada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:05cbc6c92a890d27c71f3a48,Plazos Estandarizados: 91 — Plazos Residuales: 85 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 91 — Plazos Residuales: 85 — Mínima — column_15,lrm_auctions:lrm_auction_events:ba8ac708d5e23f61c391f8c9,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 91 — residual_tenor_days: 85 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0635362cff46f57c3ec0fa3f,Plazos Estandarizados: 35 — Plazos Residuales: 39 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 39 — Asignado #,lrm_auctions:lrm_auction_events:5ec6e075448eedfb5b441f3a,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 39 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:06678783c443b5d8fef55ccc,Plazos Estandarizados: 365 — Plazos Residuales: 350 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 350 — Montos Ofertados,lrm_auctions:lrm_auction_events:33977f5215bf4ad71f7bf1e3,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 350 — Monto ofertado,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,4,2,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:06dfe0d347931f97ea0c7945,Plazos Estandarizados: 35 — Plazos Residuales: 38 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 38 — Máxima — column_13,lrm_auctions:lrm_auction_events:a01dcf292c08e297465c561c,Tasa de interes ofertada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 38 — Tasa de interes ofertada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:07cf666fcf6420e621622046,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Mínima — column_12,lrm_auctions:lrm_auction_events:ebbe65574661f2b4f034bd69,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 242 — Tasa de interes ofertada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:07e39dcdda634d9a1a4e52ad,Plazos Estandarizados: 63 — Plazos Residuales: 63 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 63 — Mínima — column_15,lrm_auctions:lrm_auction_events:8850baf25a64b3a39d567688,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 63 — Tasa de interes asignada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,6,97,6,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:084a6950075af373763524af,Plazos Estandarizados: 365 — Plazos Residuales: 347 — Montos Anunciados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Montos Anunciados,lrm_auctions:lrm_auction_events:293572a54e00e60f81439d7a,Monto anunciado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 347 — Monto anunciado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:08e73456e7a41a987d5dcc1e,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Promedio — column_14,lrm_auctions:lrm_auction_events:cff9525d2ceab01f26ec38ff,Tasa de interes asignada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 242 — Tasa de interes asignada - Promedio,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:09849ee67600e0d554d7ce86,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_13,lrm_auctions:lrm_auction_events:d7f0b3354ddef0db29d291b1,Tasa de interes ofertada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 182 — Tasa de interes ofertada - Maxima,many-to-one,LRM two-level-header and annual-sheet identity remediation,6,110,6,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0a1131f4a687bbd9d1b5e92b,Plazos Estandarizados: 546 — Plazos Residuales: 546 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Mínima — column_12,lrm_auctions:lrm_auction_events:3ae3dc7b666420965672a76b,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 546 — Tasa de interes ofertada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,97,2,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0a57c436b9a4985cd107a8a7,Plazos Estandarizados: 182 — Plazos Residuales: 140 — Montos Anunciados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 140 — Montos Anunciados,lrm_auctions:lrm_auction_events:5cf8b03d1f16d24db246b50c,Monto anunciado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 140 — Monto anunciado,one-to-one,LRM two-level-header and annual-sheet identity remediation,2,2,2,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0a5873306145d98e3ce8c9b8,Plazos Estandarizados: 365 — Plazos Residuales: 345 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 345 — Asignado #,lrm_auctions:lrm_auction_events:34a39f22577dffe87f534404,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 345 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0aa858d4e327d9ac2a38d418,Plazos Estandarizados: 365 — Plazos Residuales: 283 — Montos Asignados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 283 — Montos Asignados,lrm_auctions:lrm_auction_events:b8193d483aa1244061649dd5,Monto asignado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 283 — Monto asignado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0adab118d35eaeb52e532971,Plazos Estandarizados: 63 — Plazos Residuales: 70 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Mínima — column_12,lrm_auctions:lrm_auction_events:e843557bbddd066620d3d6be,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 70 — Tasa de interes ofertada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,4,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0b5c02ebe8ca7a5f590073b0,Plazos Estandarizados: 365 — Plazos Residuales: 308 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Asignado #,lrm_auctions:lrm_auction_events:cffbbf0a1ca480ed46525cc7,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 308 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0bee62c66184fd637967f5a2,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Ofertado #,lrm_auctions:lrm_auction_events:e4767adff43192630ca8d4b4,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 182 — Cantidad de posturas ofertadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,6,108,6,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0c956e9f8a19fff4a79c1865,Plazos Estandarizados: 546 — Plazos Residuales: 532 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 532 — Montos Ofertados,lrm_auctions:lrm_auction_events:e84d051aa30817e9b20db440,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 532 — Monto ofertado,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,2,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0ca61b256e0cfafa4bd40fe6,Plazos Estandarizados: 365 — Plazos Residuales: 378 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 378 — Asignado #,lrm_auctions:lrm_auction_events:3578e05a7e2e33089469f046,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 378 — Cantidad de posturas asignadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,3,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0ca8700ae998782b4c96f5a4,Plazos Estandarizados: 182 — Plazos Residuales: 210 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Máxima — column_16,lrm_auctions:lrm_auction_events:48366a18f44601231b54fe48,Tasa de interes asignada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 210 — Tasa de interes asignada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0d7eaea20d5b39ee1cb13acb,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Asignados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Asignados,lrm_auctions:lrm_auction_events:9284ac79605d774266c71e17,Monto asignado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 242 — Monto asignado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0d8c163247ba130561e4cec2,Plazos Estandarizados: 365 — Plazos Residuales: 326 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 326 — Promedio — column_14,lrm_auctions:lrm_auction_events:75ed51594b6f6341a200f77a,Tasa de interes asignada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 326 — Tasa de interes asignada - Promedio,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0e061e00286701b67b4ae224,Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima — column_13,lrm_auctions:lrm_auction_events:7c32308b5ea9becc14545a82,Tasa de interes ofertada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 270 — Tasa de interes ofertada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0e28c09f80ed747ac26fb140,Plazos Estandarizados: 365 — Plazos Residuales: 374 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 374 — Montos Ofertados,lrm_auctions:lrm_auction_events:819ab319fb8557c9d5967bd2,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 374 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0e6c1578bd5d6820b9d67c61,Plazos Estandarizados: 546 — Plazos Residuales: 546 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Asignado #,lrm_auctions:lrm_auction_events:df12f1a44297c9a41545ee8b,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 546 — Cantidad de posturas asignadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,92,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0ec818c1c3f51458ac9c7914,Plazos Estandarizados: 365 — Plazos Residuales: 308 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Montos Ofertados,lrm_auctions:lrm_auction_events:cba1a36faff018ac5a19cd77,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 308 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:0ee0af94b258bf9bf6aed4ea,Plazos Estandarizados: 365 — Plazos Residuales: 424 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 424 — Mínima,lrm_auctions:lrm_auction_events:4b0ea7e95be6e63ba8b10346,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 424 — Tasa de interes ofertada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
