candidate_id,source_id,original_source_label,full_series_path,data_structure,identity_basis,identity_stability,source_sheets,observation_count,earliest_period,latest_period,frequency,unit_code,primary_review_category,explore_admission_status,classification_issue_codes
corporate_bond_curves:3e1bdbb0972af38fcc4047fd,corporate_bond_curves,PYG|B|9.25|par_rate,,curve_panel,PYG|B|9.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:3f30d418802862f2ae28d0e8,corporate_bond_curves,PYG|B|7.50|discount_factor,,curve_panel,PYG|B|7.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:41a3cf08f5ea1c2ee297eb91,corporate_bond_curves,PYG|B|6.50|discount_factor,,curve_panel,PYG|B|6.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:41ae9de51a88583d8eca1a8a,corporate_bond_curves,PYG|B|6.75|par_rate,,curve_panel,PYG|B|6.75|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:41ec9e334ed07cf86203e3d9,corporate_bond_curves,PYG|B|5.75|par_rate,,curve_panel,PYG|B|5.75|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:44ac544d7f67b98a62c60e80,corporate_bond_curves,PYG|B|0.50|par_rate,,curve_panel,PYG|B|0.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:44fe61af552f6ece05ac950e,corporate_bond_curves,PYG|B|3.25|zero_coupon_rate,,curve_panel,PYG|B|3.25|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:470002f87015e11d3c617a3d,corporate_bond_curves,PYG|B|5.50|discount_factor,,curve_panel,PYG|B|5.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:475c0a0c0d2001ad9fc79c5c,corporate_bond_curves,PYG|B|2.50|zero_coupon_rate,,curve_panel,PYG|B|2.50|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:481b75b32810c3fca33b2511,corporate_bond_curves,PYG|B|9.50|discount_factor,,curve_panel,PYG|B|9.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:488f37a1e367ae0a28572c0b,corporate_bond_curves,PYG|B|5.25|par_rate,,curve_panel,PYG|B|5.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:4d610206a42659604129e361,corporate_bond_curves,PYG|B|2.25|par_rate,,curve_panel,PYG|B|2.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:4d71d7169690d681a011a417,corporate_bond_curves,PYG|B|4.25|discount_factor,,curve_panel,PYG|B|4.25|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:508404811b11ba03d1ba00c0,corporate_bond_curves,PYG|B|2.50|par_rate,,curve_panel,PYG|B|2.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:52328d961cfca253f8a569ec,corporate_bond_curves,PYG|B|4.50|zero_coupon_rate,,curve_panel,PYG|B|4.50|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:524a4162cf71a23a348b5c97,corporate_bond_curves,PYG|B|9.75|zero_coupon_rate,,curve_panel,PYG|B|9.75|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:54f19f703771fe70e6b7570d,corporate_bond_curves,PYG|B|4.25|par_rate,,curve_panel,PYG|B|4.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:568422b7158966d09c6ba742,corporate_bond_curves,PYG|B|8.25|par_rate,,curve_panel,PYG|B|8.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:5858fbc8aef864398b0120f3,corporate_bond_curves,PYG|B|5.00|par_rate,,curve_panel,PYG|B|5.00|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:5bdd6c69fd46923e503a2e5a,corporate_bond_curves,PYG|B|4.75|par_rate,,curve_panel,PYG|B|4.75|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:5fddc1e114b361e26cb713cb,corporate_bond_curves,PYG|B|9.75|discount_factor,,curve_panel,PYG|B|9.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:660a3103090160921cc5c0d2,corporate_bond_curves,PYG|B|1.00|discount_factor,,curve_panel,PYG|B|1.00|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:66d7dc41cdd777ba28dbe1f7,corporate_bond_curves,PYG|B|8.50|par_rate,,curve_panel,PYG|B|8.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:6d65e8be429c8a495161d5d4,corporate_bond_curves,PYG|B|8.50|discount_factor,,curve_panel,PYG|B|8.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:6ea46089df20291b4da2350f,corporate_bond_curves,PYG|B|7.00|zero_coupon_rate,,curve_panel,PYG|B|7.00|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:6f037d1307b63d94116d0154,corporate_bond_curves,PYG|B|5.50|zero_coupon_rate,,curve_panel,PYG|B|5.50|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:71050c23d99ad670d5227c22,corporate_bond_curves,PYG|B|0.75|discount_factor,,curve_panel,PYG|B|0.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:79402eec2cc26d394c20cb6c,corporate_bond_curves,PYG|B|1.25|discount_factor,,curve_panel,PYG|B|1.25|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:7c030fa9f70639046b6c2a2c,corporate_bond_curves,PYG|B|2.50|discount_factor,,curve_panel,PYG|B|2.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:7df23bc83b38f95d81f36d03,corporate_bond_curves,PYG|B|1.50|par_rate,,curve_panel,PYG|B|1.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:7e78ea173fb8268ac7739994,corporate_bond_curves,PYG|B|3.75|zero_coupon_rate,,curve_panel,PYG|B|3.75|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:806240dd37b55d9cdbd5cc49,corporate_bond_curves,PYG|B|6.25|discount_factor,,curve_panel,PYG|B|6.25|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:81511dd8f1cc60a0fa8e255a,corporate_bond_curves,PYG|B|1.00|zero_coupon_rate,,curve_panel,PYG|B|1.00|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:82f6ee0d00b59185a4b3d03d,corporate_bond_curves,PYG|B|5.75|discount_factor,,curve_panel,PYG|B|5.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:82f72300ba353529ac3217e4,corporate_bond_curves,PYG|B|3.00|discount_factor,,curve_panel,PYG|B|3.00|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8318e4dc70b6b879d4637283,corporate_bond_curves,PYG|B|2.75|discount_factor,,curve_panel,PYG|B|2.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:836bafe2b42d6c1091c41731,corporate_bond_curves,PYG|B|0.50|discount_factor,,curve_panel,PYG|B|0.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8632c435e513b08227259b64,corporate_bond_curves,PYG|B|7.25|par_rate,,curve_panel,PYG|B|7.25|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8a7f32568e8f927b316a4790,corporate_bond_curves,PYG|B|7.75|discount_factor,,curve_panel,PYG|B|7.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8b09ea863e88f1c071428e0a,corporate_bond_curves,PYG|B|6.25|zero_coupon_rate,,curve_panel,PYG|B|6.25|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8b3c4b87de25241fc26147e6,corporate_bond_curves,PYG|B|3.75|discount_factor,,curve_panel,PYG|B|3.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8d6eb5aa70a21b890966df36,corporate_bond_curves,PYG|B|2.00|discount_factor,,curve_panel,PYG|B|2.00|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:8f51c15f63996db0e2d16ee6,corporate_bond_curves,PYG|B|0.75|zero_coupon_rate,,curve_panel,PYG|B|0.75|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:91ac1dfb55f167f150b46338,corporate_bond_curves,PYG|B|3.50|discount_factor,,curve_panel,PYG|B|3.50|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:93f867c25d5567ccfd778732,corporate_bond_curves,PYG|B|7.75|zero_coupon_rate,,curve_panel,PYG|B|7.75|zero_coupon_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:95ebc059ad994008ecc69ccc,corporate_bond_curves,PYG|B|1.75|discount_factor,,curve_panel,PYG|B|1.75|discount_factor,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,RATIO,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:9bd70dc519e4e1ea9072e83b,corporate_bond_curves,PYG|B|3.50|par_rate,,curve_panel,PYG|B|3.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
corporate_bond_curves:9f6ad18a3da68e727c4a8708,corporate_bond_curves,PYG|B|5.50|par_rate,,curve_panel,PYG|B|5.50|par_rate,semantic,,1,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,irregular_daily,PROPORTION,apparently_valid_preliminary,eligible_native_grain,native_grain_required;coordinate_lineage_limited;provenance_review_incomplete;formal_research_review_incomplete
