source_id,sha256,original_filename,official_release_date,official_url,release_identifier,retrieved_at,retrieval_method,availability_quality,license,evidence
interbank_market,dbcda6fadd28e3dd5bb3afc24d640ebfdf12a60742fd46fee753fcc0f5ef7766,mercado-interbancario.xlsx,,,,2026-08-24T23:37:39Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this vintage: it was placed in input/current/ by the operator and archived by the pipeline, so the moment it entered the immutable archive is the only timestamp this project can evidence. retrieved_at is that archive time and bounds the real acquisition from above, which is the conservative direction -- an as-of query sees less than a researcher could have seen, never more. availability_quality says so. official_release_date, official_url and release_identifier remain unrecorded and are listed per vintage in outputs/source_provenance_worklist.csv; fill them from the publisher's own download page. Archive evidence: input_archive/archive_manifest.csv, matched on (source_id, sha256)."
liquidity_facility,d0704796350e86652138be5232f960021933a28d186b25aebdb9b53236dd31e2,administracion-de-liquidez-web_1.xlsx,,,,2026-08-24T23:36:29Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this vintage: it was placed in input/current/ by the operator and archived by the pipeline, so the moment it entered the immutable archive is the only timestamp this project can evidence. retrieved_at is that archive time and bounds the real acquisition from above, which is the conservative direction -- an as-of query sees less than a researcher could have seen, never more. availability_quality says so. official_release_date, official_url and release_identifier remain unrecorded and are listed per vintage in outputs/source_provenance_worklist.csv; fill them from the publisher's own download page. Archive evidence: input_archive/archive_manifest.csv, matched on (source_id, sha256)."
lrm_auctions,b7e160f57d37a215d182eaeffea7d18a4e99151ebbde1efd9aa320d08ba71a37,Subasta de LRM_WEB.xlsx,,,,2026-08-24T23:38:01Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this vintage: it was placed in input/current/ by the operator and archived by the pipeline, so the moment it entered the immutable archive is the only timestamp this project can evidence. retrieved_at is that archive time and bounds the real acquisition from above, which is the conservative direction -- an as-of query sees less than a researcher could have seen, never more. availability_quality says so. official_release_date, official_url and release_identifier remain unrecorded and are listed per vintage in outputs/source_provenance_worklist.csv; fill them from the publisher's own download page. Archive evidence: input_archive/archive_manifest.csv, matched on (source_id, sha256)."
payments,de7b4a670c8e2d7430cd91d609b53d8ae239db5b9ec4efe6611e331e492f5081,Boletín Estadístico de Sistemas de Pago_Julio_2026.xlsx,,,,2026-08-24T23:35:49Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this vintage: it was placed in input/current/ by the operator and archived by the pipeline, so the moment it entered the immutable archive is the only timestamp this project can evidence. retrieved_at is that archive time and bounds the real acquisition from above, which is the conservative direction -- an as-of query sees less than a researcher could have seen, never more. availability_quality says so. official_release_date, official_url and release_identifier remain unrecorded and are listed per vintage in outputs/source_provenance_worklist.csv; fill them from the publisher's own download page. Archive evidence: input_archive/archive_manifest.csv, matched on (source_id, sha256)."
securities_trades,80f03b3d8b9c898031344ee43cda6814e04e4475cb4cd52b1a03b810126c8609,Negociaciones_Bursatiles.csv,,,,2026-08-24T23:37:55Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this vintage: it was placed in input/current/ by the operator and archived by the pipeline, so the moment it entered the immutable archive is the only timestamp this project can evidence. retrieved_at is that archive time and bounds the real acquisition from above, which is the conservative direction -- an as-of query sees less than a researcher could have seen, never more. availability_quality says so. official_release_date, official_url and release_identifier remain unrecorded and are listed per vintage in outputs/source_provenance_worklist.csv; fill them from the publisher's own download page. Archive evidence: input_archive/archive_manifest.csv, matched on (source_id, sha256)."
cda_curve,8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c,Curva_CDA.xlsx,,,,2026-09-14T21:02:26Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"No acquisition record survives for this exact CDA vintage. The recorded timestamp is the immutable archive-ingest upper bound from input_archive/archive_manifest.csv, not a retrieval or publisher-release timestamp; it only conservatively bounds acquisition from above. official_release_date, official_url, release_identifier, actual retrieved_at, licence, and publisher verification are unresolved. Exact current and archive bytes, filename, content maximum (2026-07-31), and archive location are verified by SHA-256. Evidence: input_archive/archive_manifest.csv matched on (cda_curve, sha256); docs/audits/schema43_rejection_diagnosis.md; docs/audits/cda_onboarding_20260917/REPRESENTATION_PLAN.md."
tcn_referential_daily,74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4,TCN_Referencial_Diario.xlsx,,,,2026-09-14T21:04:29Z,archive_ingest_upper_bound,inferred_upper_bound,pending,"The source owner confirmed on 2026-09-19 that this exact workbook was downloaded directly from the Banco Central del Paraguay. No surviving record establishes the download URL or actual retrieval timestamp, so the recorded timestamp remains only the immutable archive-ingest upper bound from input_archive/archive_manifest.csv. official_release_date, official_url, release_identifier and licence remain unresolved. Exact current and archive bytes, filename, content maximum (2026-08-25), and archive location are verified by SHA-256."
imf_cpi,2aac39c8669b03c215cbe0a6cc71924b828e94c9fe2c8ac5fbd5c0334b5a4296,Consumer Price Index (CPI).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_er,14eb34c87865eb5c788faa295594f3d72203a37723c29291b2df05389693d6b4,Exchange Rates (ER).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_eer,ccbf80b14b1db6fb89b9cf3b0edf7b6b51b0d079dd9e48f7d1e62cee75192a37,Effective Exchange Rate (EER).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_qnea,6c9bbaabdbe907fd8a65aadd42b1cd08c430b1ffc10423ff78079815e61487cd,"National Economic Accounts (NEA), Quarterly Data.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_ctot,10f3ee8cfd833db4624517815cac1ad7bd69b5a87d748b78602c77c237b2d4a6,Commodity Terms of Trade (CTOT).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_bop,33c9416b208c3b8823b1e706dbc97f99ccee6153248f3f2606634a0b9d9c18c7,Balance of Payments (BOP).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_cpi_wca,0bd7b9202540fd90a37bb27f75df6da523c4d093a2c1b3399b66ab0c24f94918,"Consumer Price Index (CPI), World and Country Aggregates (CPI_WCA).csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_fsibsis,cbc80874a1b24878c86defbdef01b48bd8992e3e2abf9dc4c26e1a762bdb6e37,"Financial Soundness Indicators (FSI), Balance Sheet, Income Statement and Memorandum Series.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_fsic,a0789a17bdb29983f268e8345ce76dc3663e1fdbeeabbf1f898c4c40011d8296,"Financial Soundness Indicators (FSI), Core and Additional Indicators.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_fsi_metadata,82d0d1f68a6f1beea79cde1758168abf3509c2055eb4fec60753d83d097d22de,"Financial Soundness Indicators (FSI), Country Metadata Table 2.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_iip,c45ba0f034053fb3d665f6ff23ac5eaf9f1ad739e1f1c55adde604794066c0c8,International Investment Position (IIP).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_il,c09c8b61558e95c333ccf8f0e3cadbb8790dda2bcba0a2dba44215e8d825cdcb,International Liquidity (IL).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_irfcl,137578fafd788f3706189f767b60dea12d0140c99eb117f8e7bf9775a176f216,International Reserves and Foreign Currency Liquidity (IRFCL).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_itg,20bf00b54ec324e86dfab58a6cf5f6b840feebff244915d70b8f7ff57a2797e8,International Trade in Goods (ITG).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_mfs_cbs,f46fd6d1c34a94561d1b2ce8da060718e63b6a71c9f986f2c24fa2688ef963f0,"Monetary and Financial Statistics (MFS), Central Bank Data.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_mfs_dc,1884d65805e31305a86a8c0036441ded78576ccc9f6519beab49f7626d724644,"Monetary and Financial Statistics (MFS), Depository Corporations.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_mfs_ir,082ffbd0a9ed91563d7c7d7c70e94397ab6d2c13e2485f63ac8698d774216072,"Monetary and Financial Statistics (MFS), Interest Rate.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_mfs_ma,19923e868d4fbc7976d4067baa4f52cbab635c726aae049339a81a694bc35cb2,"Monetary and Financial Statistics (MFS), Monetary Aggregates.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_mfs_odc,f943d0dbca49965770a7a3a306d5164794fd9628ef8b0b88437ed7afdd7708de,"Monetary and Financial Statistics (MFS), Other Depository Corporations.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_pcps,88ce4c085833ca6820da094e520a8d14fe64b5dedadf42b7a90a7f84378cafb3,Primary Commodity Price System (PCPS).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_pi_wca,a8b3bf57a86926614ebc8ba6eb814996ceeeb0fa2799e77f63b66c94cd2f6ebf,"Production Indexes, World and Country Group Aggregates.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_qgdp_wca,5d7cc5cea78bc1795cfbcae640dd9cb56da5b05f3d3041165f8a50729624a2c8,"Quarterly Gross Domestic Product (GDP), World and Country Aggregates.csv",,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,imf_data_terms_reviewed,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, export filters and retrieval event are unknown."
imf_rsui,dc3d37ff4b7c688f669372356190fb917bfd779f86aa3d2591c91617c0a099ce,Reported Social Unrest Index (RSUI).csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,product_specific_rights_review_pending,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, filters, methodology vintage and product-specific rights evidence remain unknown."
imf_wpfxi,815b776e02a93eca6a76bab4eb243855301c65a9edccd8372edfefbac221355f,Working Paper Foreign Exchange Intervention (WPFXI) A Dataset of Public Data and Proxies.csv,,,,2026-09-19T23:59:59Z,archive_ingest_upper_bound,inferred_upper_bound,product_specific_rights_review_pending,"Observed in input/current/IMF_Data during the 2026-09-19 discovery audit. Timestamp is a conservative received-by upper bound, not retrieval or official release time. Exact URL, filters, component provenance and product-specific rights evidence remain unknown."
mef_central_government,0b6be44e1e243a43eeacafbe4da06925f49b06e0fca1df3d150c1d40d103c2a7,MEFP 2001 ADMINISTRACIÓN CENTRAL 2003-2026 serie mensual.xlsx,2026-09-15,https://www.mef.gov.py/sites/default/files/2026-09/MEFP%202001%20ADMINISTRACI%C3%93N%20CENTRAL%202003-2026%20serie%20mensual%281%29.xlsx,MEF SITUFIN Serie Mensual 2003-2026 Agosto 2026,2026-09-20T00:38:49Z,official_exact_download,verified_exact_bytes,mef_rights_review_pending,"Official MEF SITUFIN download matched the repository workbook byte-for-byte (SHA-256 0b6be44e1e243a43eeacafbe4da06925f49b06e0fca1df3d150c1d40d103c2a7). The source owner confirmed 2026-09-15 as the official publication date; MEFP 2001 names the statistical manual rather than a start year; Administración Central means Gobierno Central excluding municipalities; observations are flows; and continuity within the workbook is complete. No source-specific redistribution terms were located, so rights review remains explicitly pending."
