scope_id,schema_version,source_id,sha256,disposition,reason,decided_by,decided_at,evidence
schema46_cda_provisional_20260917,46,liquidity_facility,d0704796350e86652138be5232f960021933a28d186b25aebdb9b53236dd31e2,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,direct_investment,fbc612f5e64f6905a2e84928d4cdd25582ac491b647b0e5a1eab7146d059858a,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,insurance_annex,7cb2b1d2ffa3badb8113e890339f41cd2f24187ecdf925e532da24e5583fd131,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,bcp_fx_daily,a45bea1e1508bb019befcac9c545dfb03e0e537649a4d7a20d2a8bea59652091,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,exchange_rates,a822c1e0cb97438c1bde2836cca9d8b58777f2ae3f8dcb8160197345aabf62a2,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,corporate_bond_curves,e5d5a3a5c3e2b00d96d76a112c579af506be1b2446c98d531aa5d6e756de85d3,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,banking_indicators,c57dc0f6a422ac9e54dafccd2fabfd7cbc358ed67fe3be9c50a46efffad3246d,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,financial_indicators,f9ded3c4fe24e11b14caa1df69f4390a3e3367ed076e6c35b1328cbe0c3eaff3,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,interbank_market,dbcda6fadd28e3dd5bb3afc24d640ebfdf12a60742fd46fee753fcc0f5ef7766,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,securities_trades,80f03b3d8b9c898031344ee43cda6814e04e4475cb4cd52b1a03b810126c8609,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,lrm_auctions,b7e160f57d37a215d182eaeffea7d18a4e99151ebbde1efd9aa320d08ba71a37,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,compensatory_fx_sales,474d8c47b1ad9622b1bb8b29c229f87104f01dba4c461150a894d13b679812e1,admit,Carry forward the exact active Schema 46 source vintage unchanged for the bounded CDA candidate.,juan.manuel.gonzalez,2026-09-17,Bounded CDA scope decision; all non-CDA admitted hashes carry forward unchanged.
schema46_cda_provisional_20260917,46,cda_curve,8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c,admit,Authorized exact CDA vintage for bounded provisional catalog and curve-panel exploration; future hashes remain unresolved.,juan.manuel.gonzalez,2026-09-17,Explicit bounded CDA onboarding decision; exact hash only; see docs/audits/cda_onboarding_20260917/REPRESENTATION_PLAN.md.
schema46_cda_provisional_20260917,46,tcn_referential_daily,74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4,defer,Continued exact-hash deferral while CDA is provisionally onboarded; source evidence remains preserved.,juan.manuel.gonzalez,2026-09-17,Explicit continuing TCN deferral in the bounded CDA onboarding scope.
