vintage_id,source_id,source_sheet,table_title,parser_mode,parse_status,hierarchy_status,raw_nonempty_cells,parsed_observations,series_count,first_period,last_period,unit_summary,coverage_note
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2016(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2016,vertical_date,documented_series,unresolved,3310,3036,12,2016-01-04,2016-12-29,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2017(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2017,vertical_date,documented_series,unresolved,3258,2988,12,2017-01-02,2017-12-28,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2018(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2018,vertical_date,documented_series,unresolved,3271,3000,12,2018-01-02,2018-12-28,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2019(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2019,vertical_date,documented_series,unresolved,3271,3000,12,2019-01-02,2019-12-30,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2020(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2020,vertical_date,documented_series,unresolved,3271,3000,12,2020-01-02,2020-12-30,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2021(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2021,vertical_date,documented_series,unresolved,3310,3036,12,2021-01-04,2021-12-30,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2022(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2022,vertical_date,documented_series,unresolved,3284,3012,12,2022-01-03,2022-12-29,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2023(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2023,vertical_date,documented_series,unresolved,3258,2988,12,2023-01-02,2023-12-28,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2024(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2024,vertical_date,documented_series,unresolved,3271,3000,12,2024-01-02,2024-12-30,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2025(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2025,vertical_date,documented_series,unresolved,3232,2964,12,2025-01-02,2025-12-30,USD,"Periods, labels, units and values extracted under a documented orientation contract."
bcp_fx_daily:a45bea1e1508bb019befcac9,bcp_fx_daily,OpDivisas2026(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2026,vertical_date,documented_series,unresolved,2010,1836,12,2026-01-02,2026-08-14,USD,"Periods, labels, units and values extracted under a documented orientation contract."
compensatory_fx_sales:474d8c47b1ad9622b1bb8b29,compensatory_fx_sales,Ventas(DatosMensuales),Monto de Operaciones de Divisas Compensatorias y Complementarias del Banco Central del Paraguay (millones de USD) — AÑO 2015 — AÑO 2016,year_month_blocks,documented_series,unresolved,627,417,3,2015-01-31,2026-07-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
credit_survey:58a83c5bcd64e4423fc13c40,credit_survey,%,Situación General de Créditos - SGC,credit_question_quarter,documented_series,flat,19725,14570,285,2013-03-31,2026-06-30,proportion,"Periods, labels, units and values extracted under a documented orientation contract."
credit_survey:58a83c5bcd64e4423fc13c40,credit_survey,Índices,Situación General de Créditos - SGC,credit_index_quarter,documented_series,flat,1340,1236,27,2015-03-31,2026-06-30,index_points,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 1,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 1. Flujos de Inversión Directa por componentes — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,2538,2320,32,1996-03-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 2,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 2. Saldos de Inversión Directa por componentes — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,2555,2336,32,1995-12-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 3,"Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 3. Utilidades devengadas, remesadas y reinvertidas — En Dólares de Estados Unidos de América",horizontal_year_quarter,documented_series,unresolved,1950,1740,24,1996-03-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 4,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 4. Flujos de Inversión Directa por residencia del inversionista — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,10044,9787,146,1996-03-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 5,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 5. Saldos de Inversión Directa por residencia del inversionista — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,7979,7721,146,1995-12-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 6,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 6. Flujos de Inversión Directa por actividad económica — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,5181,4930,68,1996-03-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Cuadro 7,Estadísticas de Inversión Directa en Paraguay — 1995 - 2024 — Cuadro 7. Saldos de Inversión Directa por actividad económica — En Dólares de Estados Unidos de América,horizontal_year_quarter,documented_series,unresolved,4526,4275,68,1995-12-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
direct_investment:fbc612f5e64f6905a2e84928,direct_investment,Indice,"Estadísticas de Inversión Directa en Paraguay — Periodo 1995 - 2024 — Indice de contenido — Cuadro 1. Flujos de Inversión Directa por componentes — Cuadro 2. Saldos de Inversión Directa por componentes — Cuadro 3. Utilidades devengadas, remesadas y reinvertidas",metadata_only,unparsed,not_applicable,37,0,0,NA,NA,NA,No statistical observations claimed for this worksheet.
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 1,Cuadro Nº 1 — Producto interno bruto a precios de comprador — Por sectores económicos — En millones de guaraníes constantes de 2014,horizontal_year,documented_series,unresolved,822,756,21,1991-12-31,2026-12-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 10 ,Cuadro Nº 10 — Estimador Cifras de Negocios (ECN) — Índice base 2014 = 100.,vertical_date,documented_series,unresolved,1276,894,3,2001-01-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 10 a,Cuadro Nº 10 a — Estimador Cifras de Negocios (ECN) — Índice Real Subramas Comerciales y Servicios de Telefonía Móvil — Base 2014=100,vertical_date,documented_series,unresolved,2837,2448,8,2001-01-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 11,Cuadro Nº 11 — Evolución del salario mínimo legal. — Base 1980 = 100.,vertical_block,documented_series,unresolved,521,370,8,1980-06-30,2026-12-31,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 12,Cuadro Nº 12 — Índice de Sueldos y Salarios — Base Junio 2001 = 100,vertical_block,documented_series,unresolved,928,835,22,2001-06-30,2025-12-31,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 13,Cuadro Nº 13 — Índice nominal de tarifas y precios. — Base Diciembre de 2017=100 — Serie empalmada,vertical_date,documented_series,unresolved,2694,2217,5,1988-01-01,2026-07-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 13 a,Cuadro Nº 13 a — Índice de Precios al Consumidor — Base Diciembre de 2017=100 — Serie empalmada,vertical_date,documented_series,unresolved,2304,1826,4,1988-01-01,2026-07-01,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 14,Cuadro Nº 14 — Índice de precios al consumidor. — Área Metropolitana de Asunción. — Base diciembre 2017 = 100.,vertical_date,documented_series,unresolved,6484,6080,16,1994-12-01,2026-07-01,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 14 a,"Cuadro Nº 14 a — Índice de Precios al Consumidor (IPC)- Área Metropolitana de Asunción. — Inflación total, inflación bienes transables s/fyv, inflación bienes no transables, inflación bienes nacional, e inflación bienes importados s/fyv. — Series empalmadas - 2017 = 100.",vertical_date,documented_series,unresolved,7969,7558,20,1995-01-01,2026-07-01,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 14 b,"Cuadro Nº 14 b — Índice de Precios al Consumidor (IPC) - Área Metropolitana de Asunción. — Inflación total, inflación bienes alimenticios, inflación bienes alimenticios s/fyv, inflación bienes distintos de alimentos, inflación total de bienes, inflación de servicios, inflación de renta, e inflación servicios y renta. — Base Diciembre 2017 = 100 — Serie Empalmada",vertical_date,documented_series,unresolved,16484,16042,44,1995-01-01,2026-07-01,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 14 c,Cuadro Nº 14 c — Índice de Precios al Consumidor (IPC) - Área Metropolitana de Asunción — Bienes y Servicios Administrados - Serie Empalmada — Base diciembre 2017 = 100.,vertical_date,documented_series,unresolved,1427,1132,4,2003-01-01,2026-07-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 15,"Cuadro Nº 15 — Índice de precios al consumidor - Área Metropolitana de Asunción. — Inflación total, inflación subyacente e inflación subyacente (X1). — Base Diciembre 2017 = 100. — Serie Empalmada",vertical_date,documented_series,unresolved,9994,9546,24,1992-12-01,2026-07-01,index|percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 16,Cuadro Nº 16 — Índice de precios al consumidor - Área Metropolitana de Asunción. — Principales grupos dentro de cada agrupación. — Año base Diciembre 2017 = 100.,vertical_date,documented_series,unresolved,4581,4180,11,1994-12-01,2026-07-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 16 (Cont.),Cuadro Nº 16 (continuación) — Índice de precios al consumidor - Área Metropolitana de Asunción. — Principales grupos dentro de cada agrupación. — Año base Diciembre 2017 =100.,vertical_date,documented_series,unresolved,5727,5320,14,1994-12-01,2026-07-01,count|index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 16 a,Cuadro Nº 16 a — Índice de precios al consumidor - Área Metropolitana de Asunción. — Carne Vacuna - Cortes — Año base Diciembre 2017 =100.,vertical_date,documented_series,unresolved,6159,5752,20,1994-12-01,2026-07-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 17 ,Cuadro Nº 17 — Índice de precios del productor. — Base Marzo 2025= 100.,vertical_date,documented_series,unresolved,6308,5911,22,1995-12-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 18,Cuadro N° 18 — Balance monetario del Banco Central del Paraguay. — En millones de guaraníes. — Activos internacionales netos — Activos internos netos — Billetes y monedas en circulación (MO),vertical_date,documented_series,unresolved,6237,5804,29,1990-12-31,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 19 ,Cuadro N° 19 — Instrumentos de regulación monetaria. — En millones de guaraníes.,vertical_date,documented_series,unresolved,6617,5619,19,1993-01-01,2026-07-01,percent|PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 2,Cuadro Nº 2 — Producto interno bruto a precios de comprador — Por sectores económicos. — En millones de guaraníes corrientes.,horizontal_year,documented_series,unresolved,802,736,21,1991-12-31,2026-12-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 20,Cuadro N° 20 — Operaciones cambiarias del Banco Central del Paraguay. — En millones de dólares.,vertical_block,documented_series,unresolved,6063,5480,30,1990-12-31,2026-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 21,Cuadro N° 21 — Agregados monetarios 1/ — En millones de guaraníes.,vertical_date,documented_series,unresolved,4185,3780,10,1995-01-01,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 22,"Cuadro N° 22 — Agregados monetarios. — Tasas de variación, (%).",vertical_date,documented_series,unresolved,4054,3660,10,1996-01-01,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 23,Cuadro N° 23 — Depósitos /1 del sector privado y público en bancos y financieras.,vertical_date,documented_series,unresolved,6646,6239,17,1995-12-01,2026-06-30,percent|PYG|PYG_per_USD|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 23a,Cuadro N° 23a — Depósitos /1 del sector privado en bancos y financieras.,vertical_date,documented_series,unresolved,5955,5550,15,1995-03-01,2026-06-30,percent|PYG|PYG_per_USD|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 23b,Cuadro N° 23b — Depósitos/1 en Cooperativas de Ahorro y Crédito Tipo A.,vertical_date,documented_series,unresolved,782,672,7,2017-12-01,2025-11-01,percent|PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 24,Cuadro N° 24 — Créditos de bancos y financieras al sector privado y público.,vertical_date,documented_series,unresolved,2976,2590,7,1995-03-01,2026-06-30,percent|PYG|PYG_per_USD|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 24a,Cuadro N° 24a — Créditos de bancos y financieras al sector privado,vertical_date,documented_series,unresolved,2976,2590,7,1995-03-01,2026-06-30,percent|PYG|PYG_per_USD|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 24b,Cuadro N° 24b — Créditos/1 otorgados por Cooperativas de Ahorro y Crédito Tipo A.,vertical_date,documented_series,unresolved,782,672,7,2017-12-01,2025-11-01,percent|PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 25,Cuadro N° 25 — Créditos y depósitos del sector privado y público en bancos y financieras — Tasas de variación en porcentaje. *,vertical_date,documented_series,unresolved,4636,4248,12,1997-01-01,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 26,Cuadro N° 26 — Gastos de la Política Monetaria del BCP — En millones de guaraníes.,vertical_date,documented_series,unresolved,2257,1920,12,2002-01-01,2026-12-31,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 27,Cuadro N° 27 — Posición del BCP ante el sistema financiero. — En millones de guaraníes.,vertical_date,documented_series,unresolved,4357,3940,20,1990-12-31,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 28,Cuadro N° 28 — Panorama Monetario - Activos 1/ — En millones de guaraníes.,vertical_date,documented_series,unresolved,3040,2646,7,1995-01-01,2026-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 29,Cuadro N° 29 — Panorama Monetario - Pasivos 1/ — En millones de guaraníes.,vertical_date,documented_series,unresolved,3040,2646,7,1995-01-01,2026-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 29 (Cont.),Cuadro N° 29 (continuación) — Panorama Monetario - Pasivos 1/ — En millones de guaraníes.,vertical_date,documented_series,unresolved,3419,3024,8,1995-01-01,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 3,Cuadro Nº 3 — Evolución del producto interno bruto — Por rama de actividad económica. — Variación porcentual.,horizontal_year,documented_series,unresolved,800,735,21,1992-12-31,2026-12-31,source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 30,Cuadro N° 30 — Créditos y depósitos del sector privado y público en bancos y financieras. — Moneda extranjera (dólares) — Tasas de variación en porcentaje.,vertical_date,documented_series,unresolved,1785,1416,4,1997-01-01,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 31,Cuadro Nº 31 — Tasas efectivas de interés. — Sistema bancario - moneda nacional. — Promedios mensuales (en porcentaje anual).,vertical_date,documented_series,unresolved,2333,1451,10,1990-12-31,2026-05-01,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 31 (Cont.),Cuadro N° 31 (continuación) — Tasas efectivas de interés. — Sistema bancario - moneda extranjera. — Promedios mensuales (en porcentaje anual).,vertical_date,documented_series,unresolved,1356,949,5,1990-12-31,2026-05-01,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 32,Cuadro N° 32 — Operaciones de la Bolsa de Valores de Asunción. — En millones de guaraníes.,vertical_date,documented_series,unresolved,7657,7222,38,1994-01-01,2026-05-01,PYG|USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 32 A,Cuadro N° 32 A — Instrumentos Bursátiles-Documentos en Custodia — Total Guaraníes (MN+ME),vertical_date,documented_series,unresolved,1476,1140,8,2013-01-01,2026-06-01,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 33,Cuadro N° 33 — Principales indicadores del sistema bancario nacional. — En porcentaje. — Morosidad 1/ — Solvencia 2/ — Rentabilidad 3/,vertical_date,documented_series,unresolved,2278,1854,6,1999-01-01,2026-05-01,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 34,Cuadro N° 34 — Principales indicadores de las empresas financieras. — En porcentaje.,vertical_date,documented_series,unresolved,2058,1746,7,2002-01-01,2026-05-01,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 35,Cuadro Nº 35 — Depósitos del sector público no financiero en el Banco Central del Paraguay — En millones de guaraníes.,vertical_date,documented_series,unresolved,3800,3327,18,1990-12-31,2026-05-01,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 36,Cuadro Nº 36 — Ejecución Presupuestaria de la Administración Central — En miles millones de Guaraníes,vertical_block,documented_series,unresolved,3269,3078,38,2003-12-31,2026-12-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 37,Cuadro Nº 37 — Balanza de pagos - presentación normalizada-(MBP6) ** — En millones de dólares.,horizontal_year_quarter,documented_series,unresolved,3647,3445,76,2008-03-31,2026-03-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 38,Cuadro Nº 38 — Resumen de la cuenta corriente por componentes normalizados- MBP6** — En millones de dólares.,horizontal_year_quarter,documented_series,unresolved,5643,5460,120,2008-03-31,2026-03-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 39,Cuadro Nº 39 — Resumen de la Cuenta Financiera por componentes normalizados-MBP6** — En millones de dólares.,horizontal_year_quarter,documented_series,unresolved,3617,3458,76,2008-03-31,2026-03-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 40,Cuadro Nº 40 — Balanza de pagos de Paraguay.** — Presentación analítica - (MBP6) — En millones de dólares.,horizontal_year_quarter,documented_series,unresolved,4172,4004,88,2008-03-31,2026-03-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 41,Cuadro Nº 41 — Posición de inversión internacional (saldos a fin de periodo)-(MBP6)** — En millones de dólares.,horizontal_year_quarter,documented_series,unresolved,3986,3822,84,2008-03-31,2026-03-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 42,Cuadro Nº 42 — Inversión directa: Conciliación entre el principio activo/pasivo y el principio direcccional ** — En millones de dólares.,horizontal_year,documented_series,unresolved,569,510,30,2008-12-31,2024-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 4a,Cuadro Nº 4a — Producto interno bruto a precios de comprador — Por sectores económicos. — Estructura económica en base al valor corriente (%),horizontal_year,documented_series,unresolved,801,736,21,1991-12-31,2026-12-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 4b,Cuadro Nº 4b — Producto interno bruto a precios de comprador — Por sectores económicos. — Estructura económica en base al valor constante (%),horizontal_year,documented_series,unresolved,822,756,21,1991-12-31,2026-12-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 5,Cuadro Nº 5 — Producto interno bruto por tipo de gasto — En millones de guaraníes corrientes,horizontal_year,documented_series,unresolved,740,672,19,1991-12-31,2026-12-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 55,Cuadro Nº 55 — Ingreso de divisas - entidades binacionales. — En miles de dólares.,vertical_block,documented_series,unresolved,1643,1207,6,1994-01-31,2026-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
